Establecimiento;Tipo;Categoria;EdificioSituacion;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;UnidadesAlojativas;Plazas;Telefonos;Telefax;Email;Url
TORRE, LA;CASA RURAL;CATEGORIA ÚNICA;Montaña;FINCA LA TORRE, (EL SOCORRO);0;38410;0;0;0;LOS REALEJOS;0;0;922258484;;;
TORRES DE YOMELY;APARTAMENTO;1 LLAVE;;C/. ARQUITECTO GOMEZ CUESTA;4;38660;0;0;0;ARONA;135;405;922790534/922793960;922794029;;www.yomely.com
TORVISCAS PLAYA;HOTEL;4 ESTRELLAS;;AVDA. ERNESTO SARTI, 5;0;38670;0;0;0;ADEJE;472;836;922712300;922713155;torviscas.playa@iberostar.com;www.iberostar.com
TRASPATIO, EL;CASA RURAL;CATEGORIA ÚNICA;Barrio;C/ ARQUITECTO MARRERO, 9 ;0;38600;0;0;0;GRANADILLA DE ABONA;3;8;922630596;922630596;;www.eltraspatio.com
TRIANFLOR;HOTEL;4 ESTRELLAS;Ciudad;C/. CUPIDO ;11;38400;0;0;0;PUERTO DE LA CRUZ;187;355;922 385 511;922 384049;info@daniamagec.com;www.daniamagec.com
TRIANFLOR;HOTEL;4 ESTRELLAS;;CUPIDO, 12;0;38400;0;0;0;PUERTO DE LA CRUZ;225;433;92238551;922384049;info@daniamagec.com;www.daniamagec.com
TROPICAL;HOTEL;3 ESTRELLAS;;C/. PUERTO VIEJO;1;38400;0;0;0;PUERTO DE LA CRUZ;43;82;922383113;922371338;tropicalhotel@hotmail.com;www.7islas.net/htropical
TROPICAL PARK;APARTAMENTO;2 LLAVES;Urbanización;C/. EL JABLE, 41 (URB. CALLAO SALVAJE);0;38678;0;0;0;ADEJE;159;504;922740407;922740832;trabajo@tropicalpark.com;www.tropicalpark.com
TROVADOR;HOTEL;3 ESTRELLAS;;PUERTO VIEJO, 40;0;38400;0;0;0;PUERTO DE LA CRUZ;89;169;922384512;922384549;info@parquevacacionaleden.com;www.hoteltrovador.com
TUNERA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ MANZANO, 16 ;0;38580;0;0;0;ARICO;2;4;922244825;922122407;casarurallatunera@yahoo.es;www.casalatunera.com
TURQUESA PLAYA;APARTAMENTO;1 LLAVE;Urbanización;TUQUESA PLAYA, S/N - URB.;0;38400;0;0;0;PUERTO DE LA CRUZ;50;100;922/371308;922/388320;reservas.turquesa@gemahoteles.com;www.gemahoteles.com
TURQUESA PLAYA;HOTEL;4 ESTRELLAS;Urbanización;C/. ANTONIO RUIZ ALVAREZ, 7 (URB. TURQUESA PLAYA);0;38400;0;0;0;PUERTO DE LA CRUZ;350;685;922371308;922372923;reservas.turquesa@gemahoteles.com;www.hotelturquesa.com
UCANCA;HOTEL;2 ESTRELLAS;;SANTA CRUZ, 183 AVDA. ;0;38611;0;0;0;GRANADILLA DE ABONA;22;42;922390776;922390763;;www.hotelucanca.com
UCHAN, CASA;CASA RURAL;CATEGORIA ÚNICA;;CASERIO MARENGO, 16 ;0;38430;0;0;0;ICOD DE LOS VINOS;2;4;922814322;;;
UDALLA PARK;HOTEL;3 ESTRELLAS;Playa;AVDA. ANTONIO DOMINGUEZ;16;38640;0;0;0;ARONA;93;186;922750114;922750774;udalla@a-caledonia.com;www.a-caledonia.com
VALLE MAR;HOTEL;4 ESTRELLAS;Ciudad;AVDA. COLON;4;38400;0;0;0;PUERTO DE LA CRUZ;171;325;922384800;922383408;info@vallemar.com;www.vallemar.com
VALVERDE;PENSIÓN;1 ESTRELLA;;SABINO BERTHELOT, 46 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;10;15;922220659;;;
VELAZQUEZ;PENSIÓN;1 ESTRELLA;;LOS ESCUDOS, 8;0;38108;0;0;0;LA LAGUNA;12;14;626257688;;;
VENTA, LA;CASA RURAL;CATEGORIA ÚNICA;;NUESTRA SRA. DE LA ESPERANZA, 8 (LAS VEGAS);0;38600;0;0;0;GRANADILLA DE ABONA;3;9;670749580;922777067;;www.casalaventa.net
VERA;CASA RURAL;CATEGORIA ÚNICA;;BARRANCO CHAVEZ, 4;0;38600;0;0;0;GRANADILLA DE ABONA;1;2;922771440;;;
VERA DE LA HOYA;CASA RURAL;CATEGORIA ÚNICA;;C/. LA HOYA, 11;0;38629;0;0;0;SAN MIGUEL;7;14;922691277;922691278;;www.sanmiguelrural.com
VERGEL, EL;CASA RURAL;CATEGORIA ÚNICA;;CAMINO DE SANTO DOMINGO, S/N;0;38000;0;0;0;TEGUESTE;0;0;639209668;922265188;;
VERITA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ LA VERA, 8;0;38570;0;0;0;FASNIA;1;3;922500709;922500709;laverita@terra.es;www.lasombrera.com
VERODAL;APARTAMENTO;2 LLAVES;;MONTAÑA CHICA, S/N. ;0;38000;0;0;0;ARONA;12;48;922793701;;;
VICTORIA COURT I-ACECO;APARTAMENTO;1 LLAVE;Ciudad;AVDA. LONDRES, S/N.;0;38650;0;0;0;ARONA;88;297;922751064;922753725;marcusmangement@infonegocio.com;
VICTORIA COURT II;APARTAMENTO;1 LLAVE;Playa;AVDA. ANTONIO DOMINGUEZ, S/N.;0;38000;0;0;0;ARONA;53;179;922751064;922/753;;
VIGILIA PARK;APARTAMENTO;2 LLAVES;Playa;V CENTENARIO, 58, AVDA.;0;38683;0;0;0;SANTIAGO DEL TEIDE;108;414;922860019;922/860455;dirección@vigiliapark.com;
VILLA CAYA;CASA RURAL;CATEGORIA ÚNICA;;CMNO. DE LA CANDELARIA, 2 - 4 ;0;38300;0;0;0;LA OROTAVA;4;8;922330222;922330222;villacaya@hotmail.com;www.casavillacaya.com
VILLA CUBAS;CASA RURAL;CATEGORIA ÚNICA;;LOMO DE MONTIJO, 37;0;38591;0;0;0;GÜIMAR;2;4;922528032;922528032;ruralcubas@wanadoo.es;www.villacubas.com
VILLA DE ADEJE BEACH;HOTEL;3 ESTRELLAS;;AVDA. LOS PUEBLOS, 41, LAS AMERICAS;0;38660;0;0;0;ADEJE;120;240;922714960;922714304;info-oceanbeach@grupodomasa.com;www.hoteloceanbeach.com
VILLA ISABEL;VIVIENDA TURISTICA;SIN DATO;;NUEVA, 6 ;0;38000;0;0;0;ARICO;2;4;922242246;;;www.casavillaisabel.com
VILLA MONTEMAR;HOTEL;3 ESTRELLAS;;EL PARQUE, 6 ;0;38410;0;0;0;LOS REALEJOS;6;12;922363950;922363868;info@villa-montemar.com;www.villa-montemar.com
VILLA TAGORO;HOTEL;4 ESTRELLAS;;C/. GALICIA, 3;0;38679;0;0;0;ADEJE;205;615;922712501;922712088;villatagoro@dreamplacehotels.com;www.dreamplacehotels.com
VILLALBA;HOTEL;4 ESTRELLAS;Montaña;CTRA. SAN ROQUE, S/N;0;38613;0;0;0;VILAFLOR;21;42;922709930;922709341;hotelvillalba@hotelesreveron.com;www.hotelvillalba.com
VILLAMANDI GOLF RESORT;APARTAMENTO;5 LLAVES;Urbanización;C/. LADERAS DEL ESPEJO, 7 (CAMPO DE GOLF);0;38660;0;0;0;ARONA;108;218;922757210/757055;922/798631;villamandi@hotmail.com;www.villamandi.com
VINCCI SELECCION BUENAVISTA GOLF & SPA;HOTEL;5 ESTRELLAS;;C/. LA FINCA, S/N.;0;38000;28,268611;-16,605556;0;BUENAVISTA DEL NORTE;117;234;922061700;922061701;vincci@vinccihoteles.com;www.vinccihoteles.com
VINITOS, LOS;PENSIÓN;1 ESTRELLA;;VENEZUELA, 4 ;0;38640;0;0;0;ARONA;17;30;922785803;922 785876;;
VIÑA CAMELLO;CASA RURAL;CATEGORIA ÚNICA;;HOYA DEL CAMELLO ;0;38480;0;0;0;BUENAVISTA DEL NORTE;4;11;922840039;922840039;;
VIÑA VIEJA;HOTEL;2 ESTRELLAS;Montaña;LA LUZ, 8 ;0;38589;0;0;0;ARICO;9;18;922161131;922161205;;
VIÑEDOS DE MARCO, LOS;CASA RURAL;CATEGORIA ÚNICA;Suelo Rústico (Calificación);C/ LA CARIDAD, 30;0;38350;0;0;0;TACORONTE;5;10;691025001;;;
VIÑITA, LA;CASA EMBLEMATICA;CATEGORÍA ÚNICA;Suelo Urbano;C/ VEINTICINCO DE JULIO, 14;0;38589;0;0;0;ARICO;2;4;669439524;;cristina@madeinlocal.com;www.madeinlocal.com
VIRGEN DEL ROSARIO;CASA RURAL;CATEGORIA ÚNICA;;CMNO. RIBERA DEL MAR, 11. (EL ROSARIO) ;0;38420;0;0;0;SAN JUAN DE LA RAMBLA;2;4;922343081;;;
VISTA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ LA VISTA, 78;0;38570;0;0;0;FASNIA;1;2;606506747;922503345;;www.casalavista.net
VISTASUR;APARTAMENTO;3 LLAVES;;DE LAS AMERICAS, 10, AVDA. ;0;38660;0;0;0;ARONA;59;215;922750144;922751084;info@vistasur.com;www.vistasur.com
VISTITA, LA;CASA RURAL;CATEGORIA ÚNICA;;CAMINO NUEVO, 18;0;38688;0;0;0;GUIA DE ISORA;2;4;922850039;922693116;luismesag@hotmail.com;www.casalavistita.com
VULCANO;HOTEL;4 ESTRELLAS;;AVDA. ANTONIO DOMINGUEZ ALFONSO, 8;0;38660;0;0;0;ARONA;371;705;922787740;922792853;vulcano@springhoteles.com;www.springhoteles.com
WALLY;VIVIENDA TURISTICA;SIN DATO;Playa;EL MEDANO, S/N. ;0;38600;0;0;0;GRANADILLA DE ABONA;3;6;922176139;;;
XIBANA PARK;HOTEL;3 ESTRELLAS;Ciudad;C/. VALOIS;28;38400;0;0;0;PUERTO DE LA CRUZ;108;206;922384411;922381914;xibanap@globalia-hotels.com;www.xibanapark.com
YUCCA PARK;APARTAMENTO;3 LLAVES;Playa;LONDRES,8 - COSTA ADEJE ;0;38670;0;0;0;ADEJE;98;312;922712270;922/712780;;
ZAPATERIA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ VIRGEN DE LA PAZ, 2;0;38689;0;0;0;GUIA DE ISORA;2;5;922852145;922850604;;
